question_id,model_name,category,question,cited_section,gold_section_norm,output
q027,claude-haiku-4-5,jurisdiction_amendment,Which administrative section of the Florida Building Code did Collier County amend to allow approved digital construction documents to be kept at the work site?,1,107.3.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Chapter 1 (Administrative)"",
  ""confidence"": ""low""
}
```"
q027,claude-haiku-4-5,jurisdiction_amendment,Which administrative section of the Florida Building Code did Collier County amend to allow approved digital construction documents to be kept at the work site?,1,107.3.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Chapter 1 (Administrative)"",
  ""confidence"": ""low""
}
```"
q029,claude-haiku-4-5,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinance 2023-64"",
  ""confidence"": ""low""
}
```"
q029,claude-haiku-4-5,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinance 2023-64"",
  ""confidence"": ""low""
}
```"
q029,claude-haiku-4-5,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinance 2023-64"",
  ""confidence"": ""low""
}
```"
q030,claude-haiku-4-5,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 62"",
  ""confidence"": ""low""
}
```"
q030,claude-haiku-4-5,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 62"",
  ""confidence"": ""low""
}
```"
q030,claude-haiku-4-5,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 62"",
  ""confidence"": ""low""
}
```"
q031,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Code section establishes the duties and powers of the county floodplain administrator?,22,62-73,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 22"",
  ""confidence"": ""low""
}
```"
q031,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Code section establishes the duties and powers of the county floodplain administrator?,2,62-73,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 2"",
  ""confidence"": ""low""
}
```"
q031,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Code section establishes the duties and powers of the county floodplain administrator?,22,62-73,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 22"",
  ""confidence"": ""low""
}
```"
q032,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Land Development Code section contains the dimensional standards table (Table 2.1) of minimum yard requirements for principal structures in base zoning districts?,2.03.01,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""2.03.01"",
  ""confidence"": ""low""
}
```"
q032,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Land Development Code section contains the dimensional standards table (Table 2.1) of minimum yard requirements for principal structures in base zoning districts?,2.03.01,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""2.03.01"",
  ""confidence"": ""low""
}
```"
q032,claude-haiku-4-5,jurisdiction_amendment,Which Collier County Land Development Code section contains the dimensional standards table (Table 2.1) of minimum yard requirements for principal structures in base zoning districts?,2.03.01,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""2.03.01"",
  ""confidence"": ""low""
}
```"
q034,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County LDC section sets the specific standards for the location of accessory buildings and structures, such as pools and screen enclosures?",2.04.01,4.02.03,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County LDC 2.04.01"",
  ""confidence"": ""low""
}
```"
q034,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County LDC section sets the specific standards for the location of accessory buildings and structures, such as pools and screen enclosures?",2.03.01,4.02.03,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County LDC Section 2.03.01"",
  ""confidence"": ""low""
}
```"
q034,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County LDC section sets the specific standards for the location of accessory buildings and structures, such as pools and screen enclosures?",2.04.01,4.02.03,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County LDC 2.04.01"",
  ""confidence"": ""low""
}
```"
q035,claude-haiku-4-5,jurisdiction_amendment,What is the minimum front yard setback for a principal structure in the Collier County Estates (E) zoning district?,COLLIER COUNTY LAND DEVELOPMENT CODE,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Land Development Code"",
  ""confidence"": ""low""
}
```"
q035,claude-haiku-4-5,jurisdiction_amendment,What is the minimum front yard setback for a principal structure in the Collier County Estates (E) zoning district?,COLLIER COUNTY LAND DEVELOPMENT CODE,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Land Development Code"",
  ""confidence"": ""low""
}
```"
q035,claude-haiku-4-5,jurisdiction_amendment,What is the minimum front yard setback for a principal structure in the Collier County Estates (E) zoning district?,COLLIER COUNTY LAND DEVELOPMENT CODE,4.02.01,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Land Development Code"",
  ""confidence"": ""low""
}
```"
q037,claude-haiku-4-5,jurisdiction_amendment,"During sea turtle nesting season in Collier County, within how many feet of the nesting zone of a beach is it unlawful to construct a structure, add fill, mechanically clean the beach, or grade dirt without a permit?",FLORIDA ADMINISTRATIVE CODE 62-330.370,3.04.02,"```json
{
  ""value"": 150,
  ""unit"": ""feet"",
  ""section"": ""Florida Administrative Code 62-330.370"",
  ""confidence"": ""low""
}
```"
q037,claude-haiku-4-5,jurisdiction_amendment,"During sea turtle nesting season in Collier County, within how many feet of the nesting zone of a beach is it unlawful to construct a structure, add fill, mechanically clean the beach, or grade dirt without a permit?",FLORIDA BUILDING CODE / COLLIER COUNTY BEACH MANAGEMENT,3.04.02,"```json
{
  ""value"": 150,
  ""unit"": ""feet"",
  ""section"": ""Florida Building Code / Collier County Beach Management"",
  ""confidence"": ""low""
}
```"
q037,claude-haiku-4-5,jurisdiction_amendment,"During sea turtle nesting season in Collier County, within how many feet of the nesting zone of a beach is it unlawful to construct a structure, add fill, mechanically clean the beach, or grade dirt without a permit?",COLLIER COUNTY ORDINANCE (SEA TURTLE PROTECTION REGULATIONS),3.04.02,"```json
{
  ""value"": 150,
  ""unit"": ""feet"",
  ""section"": ""Collier County Ordinance (sea turtle protection regulations)"",
  ""confidence"": ""low""
}
```"
q038,claude-haiku-4-5,jurisdiction_amendment,"Under Collier County's flood ordinance, to what elevation must mechanical, plumbing, and electrical systems be elevated for a detached accessory structure permitted below the base flood elevation?",COLLIER COUNTY FLOOD ORDINANCE,62-80,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Flood Ordinance"",
  ""confidence"": ""low""
}
```"
